Title,Directions,Quantity1,Unit1,Ingredient1,Quantity2,Unit2,Ingredient2,Quantity3,Unit3,Ingredient3,Quantity4,Unit4,Ingredient4,Quantity5,Ingredient5,Quantity6,Unit6,Ingredient6,Quantity7,Unit7,Ingredient7,Quantity8,Unit8,Ingredient8,Quantity9,Unit9,Ingredient9,Quantity10,Unit10,Ingredient10,Quantity11,Unit11,Ingredient11,Quantity12,Unit12,Ingredient12,Quantity13,Unit13,Ingredient13,Quantity14,Unit14,Ingredient14,Quantity15,Unit15,Ingredient15,Quantity16,Unit16,Ingredient16,Quantity17,Unit17,Ingredient17,Quantity18,Unit18,Ingredient18,Quantity19,Unit19,Ingredient19,Category,Allergen1,Allergen2,Allergen3,Allergen4,
Banana Cake,Bake in three layer pans at 350 degrees,1/2,cup,shortening,1 1/2,cups,sugar,2,eggs,pinch,salt,,1/2,cup,sour milk,1,tsp,soda water,1 3/4,cups,flour,1 1/2,tsp,baking powder,1/2,cup,chopped nuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,	Milk,Eggs,Nutts
